models,data structures,0.39330118384547585
i,the dynamics of the Ebola virus,0.3022565450585479
alternative forms for the process,one infection event,0.6206439060432487
model,parameters as transmission rates,0.44004072094485625
Kermack,[ epicookbook chapters  intro ) ),0.0
which,a language,0.5544564611879319
model,there,0.30041748355597725
Date,the state,0.3114940827291157
an exposed infectious class,an clear [ wiki  Newick_format ) of this grammar,0.6207150080808407
birth of in this model,part of the state of the art,0.7987997628422324
I,one,0.46953607706772665
a capita rate Gamma,this,0.39304225383421265
interest in the total number of people,the final sizeof,0.584531215172313
I_d infectious,several features : age,0.341564081188936
forecasting of in,the final sizeof,0.47523172998692303
We,The susceptible model,0.4871547116736155
the process,Newick format,0.3379456518005143
models,downward drift on the transmission rate,0.35099503481254085
zero,the Kingman coalescent,0.37138129824349236
This code,infected individuals,0.31910416371241573
This code,St,0.16539909578945736
all elements on the row,additional mortality,0.4341194849953994
compartmental models,the Kingman coalescent,0.37825212231051875
downward drift on the transmission rate,a simple SIR model,0.5223715459399948
the rate of transmission between individuals in the population,genealogies,0.34957275553094
the effective contact rates,data structures,0.51154339861057
One way,the state of our model,0.7351715288454719
matrix Beta,the states,0.2554657019807294
an endemic equilibrium,another language  things,0.45865449643506867
many SEIR models,( Z _ Z _ ),0.15337537658217365
This model,Parameters,0.388362134715494
which,[ epicookbook chapters  intro ) ),0.36865907625476074
who,There,0.5712779748348392
forecasting of in,efficient methods for,0.5542601755638699
Equations Cross - coupling,the state of our model,0.49395357431353154
a capita rate Gamma,pneumococcal transmission,0.37322366425959086
patches,alternative forms for the process,0.27841770859127524
E,values,0.107877720654847
the form S,a flow diagram,0.5303892054821874
two metapopulation SEIR models,zero,0.3443457587021011
Flexibility,the number of infection events,0.2802101136218469
Flexibility,efficient methods for,0.5007477324500366
matrix Beta,a simple SIR model,0.3520493452567046
infected individuals,this,0.34056132389219707
the number of parasites per host,which,0.6521356111422258
SEIRD model ,We,0.3249221297199679
Cross - coupling between patches,an example (,0.4914740510396822
the model of,deterministic  time analogues of  model passage times,0.7441332168768069
The Newick format,Newick format,0.8702043449617621
S,This code,0.27838098658932525
https:doiorgjmbs  ) ,matrix Beta,0.18840834048854033
we,The implementation in this section,0.568062397871126
infected individuals,the number of infection events,0.6433980329969693
many SEIR models,a stochastic process for the transmission rate,0.5501472187473041
a capita rate Gamma,patches,0.20132551671169463
D,alternative forms for the process,0.1937658465647212
migration between patches,one infection event,0.471594787602352
SIRS ( susceptible ) infection dynamics in a infinite population of households,These features,0.482858584871172
The models,the system,0.6564262837352777
The model,these parameters,0.5384289062683152
which,additional mortality,0.4244702788149589
a capita rate beta I,an exposed infectious class,0.5014209456041806
rate case fatality ratio ( proportion rate (,the effect of,0.5446043158246585
a capita rate Gamma,downward drift on the transmission rate,0.6543412576411164
infected individuals,( ie inverse of mean incubation period,0.4634605666710355
D,Z _  _,0.43265797598877825
deterministic  time analogues of  model passage times,The Kingman coalescent,0.5162203126681811
The model in a closed population,interventions,0.4002990547142494
